
1000, 16742
1000, 18910
1000, 19325
1000, 17037
1000, 17220
1000, 16567
1000, 17210
1000, 15962
1000, 20062
1000, 15686
1000, 15943
1000, 16534
1000, 15612
1000, 17040
1000, 29747
1100, 18358
1100, 25809
1100, 17790
1100, 17937
1100, 21697
1100, 18045
1100, 19680
1100, 21662
1100, 22301
1100, 20363
1100, 19753
1100, 22142
1100, 18311
1100, 17636
1100, 25587
1200, 24016
1200, 24550
1200, 26020
1200, 20993
1200, 22212
1200, 22528
1200, 22801
1200, 22590
1200, 23031
1200, 20730
1200, 21854
1200, 25967
1200, 19821
1200, 23910
1200, 24796
1300, 30973
1300, 30344
1300, 21562
1300, 22120
1300, 26736
1300, 21468
1300, 24146
1300, 23792
1300, 25011
1300, 22151
1300, 23298
1300, 26816
1300, 28100
1300, 26803
1300, 27294
1400, 25014
1400, 26867
1400, 26184
1400, 25966
1400, 30942
1400, 28236
1400, 25961
1400, 24601
1400, 29564
1400, 24341
1400, 27515
1400, 23965
1400, 24782
1400, 27748
1400, 25761
1500, 35709
1500, 29535
1500, 28031
1500, 24671
1500, 28998
1500, 28287
1500, 26549
1500, 34201
1500, 26133
1500, 31316
1500, 29706
1500, 30178
1500, 43953
1500, 26264
1500, 33040
1600, 28531
1600, 32117
1600, 42017
1600, 29722
1600, 31948
1600, 28885
1600, 31464
1600, 30728
1600, 33800
1600, 30783
1600, 34757
1600, 30953
1600, 32719
1600, 47825
1600, 28173
1700, 29833
1700, 38265
1700, 56099
1700, 33259
1700, 42991
1700, 34252
1700, 30268
1700, 41817
1700, 37425
1700, 30825
1700, 41953
1700, 31813
1700, 29815
1700, 41704
1700, 50517
1800, 36377
1800, 38975
1800, 51514
1800, 54251
1800, 35410
1800, 34913
1800, 32011
1800, 34591
1800, 36344
1800, 38092
1800, 40849
1800, 32171
1800, 36503
1800, 32684
1800, 61051
1900, 36754
1900, 41698
1900, 36407
1900, 39960
1900, 35625
1900, 36849
1900, 58037
1900, 37372
1900, 49127
1900, 37295
1900, 47113
1900, 38053
1900, 39429
1900, 38942
1900, 34613
2000, 42399
2000, 38169
2000, 37955
2000, 41228
2000, 39490
2000, 36664
2000, 42716
2000, 43421
2000, 47497
2000, 40947
2000, 45550
2000, 36501
2000, 41588
2000, 50800
2000, 40357
2100, 49519
2100, 46315
2100, 45985
2100, 40594
